NO,Kelompok,Skor_DS,Skor_FOMO,Skor_DB,Norm_DS,Norm_FOMO,Norm_DB,Kategori_Aktual
235,Umum,21,17,85,18.75,17.5,63.5416666666667,Tinggi
236,Umum,30,49,79,37.5,97.5,57.2916666666667,Sedang
237,Umum,34,38,96,45.8333333333333,70,75,Tinggi
238,Umum,24,17,51,25,17.5,28.125,Rendah
239,Gamer,26,14,55,29.1666666666667,10,32.2916666666667,Rendah
240,Umum,23,16,71,22.9166666666667,15,48.9583333333333,Sedang
241,Umum,27,24,58,31.25,35,35.4166666666667,Rendah
242,Gamer,13,10,24,2.08333333333333,0,0,Rendah
243,Umum,24,23,71,25,32.5,48.9583333333333,Sedang
244,Umum,32,19,68,41.6666666666667,22.5,45.8333333333333,Sedang
245,Umum,27,18,69,31.25,20,46.875,Sedang
246,Umum,27,25,64,31.25,37.5,41.6666666666667,Sedang
247,Umum,48,36,84,75,65,62.5,Tinggi
248,Gamer,28,30,80,33.3333333333333,50,58.3333333333333,Sedang
249,Gamer,28,28,60,33.3333333333333,45,37.5,Rendah
250,Umum,26,24,82,29.1666666666667,35,60.4166666666667,Tinggi
251,Umum,24,16,49,25,15,26.0416666666667,Rendah
252,Gamer,40,38,94,58.3333333333333,70,72.9166666666667,Tinggi
253,Umum,16,16,87,8.33333333333333,15,65.625,Tinggi
254,Gamer,19,19,75,14.5833333333333,22.5,53.125,Sedang
255,Gamer,28,20,84,33.3333333333333,25,62.5,Tinggi
256,Umum,27,28,74,31.25,45,52.0833333333333,Sedang
257,Gamer,44,34,91,66.6666666666667,60,69.7916666666667,Tinggi
258,Gamer,49,40,100,77.0833333333333,75,79.1666666666667,Tinggi
259,Gamer,51,41,98,81.25,77.5,77.0833333333333,Tinggi
260,Umum,18,18,70,12.5,20,47.9166666666667,Sedang
261,Gamer,27,22,49,31.25,30,26.0416666666667,Rendah
262,Gamer,49,41,101,77.0833333333333,77.5,80.2083333333333,Tinggi
263,Gamer,51,42,100,81.25,80,79.1666666666667,Tinggi
264,Umum,46,42,99,70.8333333333333,80,78.125,Tinggi
265,Gamer,26,20,47,29.1666666666667,25,23.9583333333333,Rendah
266,Gamer,50,41,99,79.1666666666667,77.5,78.125,Tinggi
267,Gamer,46,40,95,70.8333333333333,75,73.9583333333333,Tinggi
268,Gamer,27,19,47,31.25,22.5,23.9583333333333,Rendah
269,Gamer,49,40,101,77.0833333333333,75,80.2083333333333,Tinggi
270,Umum,47,43,97,72.9166666666667,82.5,76.0416666666667,Tinggi
271,Umum,47,38,97,72.9166666666667,70,76.0416666666667,Tinggi
272,Umum,50,41,96,79.1666666666667,77.5,75,Tinggi
273,Umum,47,43,96,72.9166666666667,82.5,75,Tinggi
274,Gamer,52,42,105,83.3333333333333,80,84.375,Tinggi
275,Gamer,54,44,107,87.5,85,86.4583333333333,Tinggi
276,Gamer,53,43,106,85.4166666666667,82.5,85.4166666666667,Tinggi
277,Gamer,54,41,104,87.5,77.5,83.3333333333333,Tinggi
278,Gamer,51,43,106,81.25,82.5,85.4166666666667,Tinggi
279,Gamer,54,43,107,87.5,82.5,86.4583333333333,Tinggi
280,Gamer,21,16,38,18.75,15,14.5833333333333,Rendah
281,Gamer,21,15,40,18.75,12.5,16.6666666666667,Rendah
282,Gamer,53,44,105,85.4166666666667,85,84.375,Tinggi
283,Gamer,20,17,39,16.6666666666667,17.5,15.625,Rendah
284,Umum,23,17,42,22.9166666666667,17.5,18.75,Rendah
285,Umum,21,17,44,18.75,17.5,20.8333333333333,Rendah
286,Umum,21,18,41,18.75,20,17.7083333333333,Rendah
287,Umum,22,17,41,20.8333333333333,17.5,17.7083333333333,Rendah
288,Umum,23,20,40,22.9166666666667,25,16.6666666666667,Rendah
289,Gamer,52,42,100,83.3333333333333,80,79.1666666666667,Tinggi
290,Gamer,22,18,42,20.8333333333333,20,18.75,Rendah
291,Gamer,21,18,39,18.75,20,15.625,Rendah
292,Gamer,50,44,101,79.1666666666667,85,80.2083333333333,Tinggi
293,Gamer,51,42,102,81.25,80,81.25,Tinggi
294,Gamer,37,23,84,52.0833333333333,32.5,62.5,Tinggi
295,Gamer,32,26,99,41.6666666666667,40,78.125,Tinggi
296,Gamer,39,31,84,56.25,52.5,62.5,Tinggi
297,Gamer,42,43,92,62.5,82.5,70.8333333333333,Tinggi
298,Gamer,39,36,83,56.25,65,61.4583333333333,Tinggi
